1,2,부산시 동래구 ,동래시장 곰장어거리,"수안동 새마을금고 앞 노폭 6m 도로 양쪽에 형성되어 있는 곰장어거리는 1986년에 첫 곰장어 식당이 개업하고 난 뒤 그 이듬해부터 하나 둘 들어서기 시작하여 2002년에는 12개 업소로 번창하여 왔다.

곰장어거리 주변은 재래시장인 동래시장, 수안인정시장을 비롯하여  돼지국밥집, 통닭집, 각종 유흥주점 등 상권이 잘 형성되어 있어 많은 시민들이 왕래하고 있는 지역이다",35.20377,129.086,3.6
2,1,부산시 금정구 노포동,금정산 범어3기,"‘범어(梵魚)3기(三妓)’란 범어사와 관련된 흥미로운 옛 이야기 세 가지를 일컫는 말이다.
범어 3기에는 ‘원효석대(元曉石臺)와 ‘자웅석계(雌雄石階)’ 그리고 ‘암상금정(岩上金井)’이 있다. ‘원효석대’는 원효암 뒤에 있는 암석으로 매우 기묘하고 아름다운 형태를 띄고 있다.

이곳은 원효 대사가 좌선을 했던 곳으로 지금도 신성시 되고 있다. 원효석대에는 지금도 불상을 모셔놓고 신성한 곳이라고 하여 함부로 출입을 못하도록 원효암에서 통제하고 있다. ‘자웅석계’는 계명암에 자리잡은 암탉과 수탉의 모양의 암석으로 지금은 수탉 형상만 남아 있다. ‘암상금정’은 금빛을 내는 우물인 금정산 고당봉 꼭대기의 금샘을 일컫는데 범어사 창건 전설과 금정산이라는 이름이 유래된 것으로 유명하다",35.27811,129.0568,3.4
3,1,부산시 서구 서대신동,구덕산,"서구의 서대신동과 북구의 학장동, 사하구 당리동 까지 이어진 부산시의 대표적인 산이다. 해발 562m.
태백산맥의 말단 금정산 줄기 끝 자락에 위치해 북동쪽으로는 엄광산, 남서쪽으로는 시약산에 이어져있다.

기록에 따르면 19세기 말에는 병풍처럼 둘러져 있다 하여 사병산이라는 이름으로 불렸다고 한다.
전형적인 노년산지의 모습을 띄고 있으며, 짙은 산림과 깊은 계곡이 발달해 있다.

울창한 수림을 자랑하는 구덕산은 시민들의 등산코스로 각광 받고 있다. 부산 최초의 급수원인 구덕 수원지가 동쪽 산록에 위치하고 있으며, 구덕산 기슭에는 구덕골청소년수련원이 지어져 지역주민과 청소년들의 문화 요람의 장으로 애용되고 있다.

이 외에도 휴식공간인 대신공원과 한 때 대규모 꽃 재배단지로 유명했던 꽃마을도 이 곳 구덕산에 있다",35.12348,128.9923,4
4,1,부산시 금정구 청룡동,범어사 미륵전-불상이야기,"미륵전은 종루 앞, 대웅전의 오른쪽에 자리잡은 앞면 3칸, 옆면 2칸의 아담한 맞배지붕 건물이다.

안에는 목조 미륵불좌상을 독존으로 봉안하였다. 본래 임진왜란 이전에는 미륵전에 4위의 미륵불이 봉안되어 있었다. 서남북쪽의 3위는 석조였고, 동쪽의 1위만 목조였다. 석조 미륵은 모두 없어졌으나 목조 미륵불은 지금까지 남아있다. 이 미륵불은 특이하게 정면, 곧 입구의 문을 바라보는 것이 아니라 오른쪽 벽을 등지고 대웅전을 향해 앉아 있다.

이는 서쪽을 등지고 동쪽을 바라보는 형상이다. 임진왜란을 맞아 미륵전이 전소되는 불행을 겪었고, 이 때문에 일본을 등지고 있다.",35.28368,129.0688,4.5
5,1,부산시 금정구 청룡동,범어사 비로전 목조비로자나삼존불상,"부산광역시 금정구 청룡동범어사비로전에 있는 목조 비로자나삼존불좌상이다. 비로자나부처님은 
법신불(法身佛)이다. 비로자나부처님을 청정법신(淸淨佛身)이라고 한다.
영혼이 맑고 아름다운 사람은 법신에서 법향이 난다. 비로전 법당은 조선 숙종9년(1683) 해민스님
이 중창하였다. 나무로 조성한 비로자나삼존불좌상의 좌우에 있는 불상은 문수보살과 보현보살이
다. 범어사 비로전에 봉안되어 있는 본 목조비로자나삼존불좌상은 방형의 수미단 위의 연화좌에 
각각 결가부좌한 자세로 앉아 있다. 중앙 본존울은 125m,좌우협시 100cm정도의 크기로, 중앙의 
본존불이 협시불에 비해 규모가 크게 조성되었다. 본존불은 등을 세우고 얼굴을 앞으로 약산 숙여 
아래를 굽어보고 있으며, 수인은 지원인이다. 보편적인 조선후기 불상과 마찬가지로 신체에 비해 
머리가 큰 편이다. 좌우 협시보살은 본존불에 비해 규모가 작고 보살로서의 형식적인 차이가 
있을 뿐 자세나 신체의 비례, 전체적인 얼굴 표현 및 기법, 인상 들은 본존불과 거의 유사하다. 
이 삼존불은 비교적 규모가 큰 불상으로 신체 비례는 관음전 목조관음상과 차이가 있으나, 안면과 
머리부분의 표현은 매우 흡사하다. 범어사에 전해오는 비로자나삼존불의 중수도금기(重修途金記)에 
의하면, 이 불상은 1638년 해민(海敏)스님이 비로전을 중창할 당시에 조성되었으며, 이후 1722년
의 중수도금 작업에 관음전 불상을 제작한 진열(進悅)외에 청우(淸雨), 청휘(淸徽), 관성(貫性), 
옥홀(玉惚)등이 관여하였다고 한다. 범어사지(梵魚寺誌), 범어사 관음전 대좌묵서명 및 중수도금
기 등에 기록된 비로전 불상의 중수와 조각승에 대한 기록이 동일 한 것을 보면 중수도금기의 
내용은 확실한 것이라고 판단된다. 본 작품은 관음전 목조불상과 함께 조각승 진열의 작품 연구에 
중요한 가치를 지니고 있으며, 보존상태가 양호할 뿐 아니라 작풍도 뛰어난 문화재이다.",35.28379,129.0684,4.5
6,1,부산시 수영구 민락동,옥련선원,"옥련선원은 백산의 남쪽 기슭, 양지 바른곳에 자리잡고 있습니다.

서기 670년(문무왕 10년) 원효대사가 백산사로 창건하여 서기 910년(성덕왕 9년)에 고운 최치원 선생이 백산사에서 은둔 참선한 유서깊은 고찰로 1604년 1월1일 재건되었습니다.
1635년(인조13년) 해운선사가 옥련암으로 개칭하였으며, 1976년 대웅전을 중창하면서 옥련선원으로 개칭하여 현재에 이르고 있습니다.

1998년 10월 17일 전통사찰 제28호로 지정된 옥련선원은 부산시 문화재자료 제7호인 '마애지장보살좌상'을 비롯하여 미륵대불, 부석불석상 등이 있습니다.",35.1626,129.1255,5
7,1,부산시 수영구 망미동,영주암,"1850년 자그마한 수도체로 창건 당시는 토굴로서 토곡절이라 하였으나 주변경관이 수려하고 중국설화의 신선이 머무르며 수행한다는 삼신산 중 영주산의 모습과 비슷하다하여 1940년 3월 15일 재창건되면서 영주암으로 개칭하였습니다.

이곳은 식수와 법당에서 바라보는 전망이 좋아 모든이의 마음을 넓고 확 트이게 하며 멀리 보이는 잔잔한 바다물결이 우리의 마음을 안정되게 해주어 항상 맑은 기운이 감도는 수행과 정진도량입니다.

현재의 대웅전은 1975년 원통보전은 2002년에 중창하였습니다. 1988년 12월 5일 전통 사찰 제8호로 지정되었습니다.",35.17639,129.0988,3.7
8,1,부산시 금정구 청룡동,범어사 지장전,"대웅전 서쪽에는 1990년에 새로 건립한 지장전이 있다.

절에는 본래 1657년(효종 8)에 최 씨 성을 가진 신도가 시주한 명부전이 있었다. 당시의 자리는 팔상전 앞. 지금의 서지전 자리였다. 그 뒤 1891년(고종 28)에 양화 대사가 중수하였으나 1988년 불의의 화재를 만나 소실되고 말았다. 당시 지장전 안에는 조선시대 후기에 조성한 목조 시왕상이 있었는데, 매우 빼어난 조각이어서 절로 환희심이 날 정도였다. 그러나 아쉽게도 모두 화마에 사라졌다. 1990년에 대웅전 옆에 있던 탑을 일주문 옆 탑전으로 옮기고 지금의 자리에 지장전을 신축하였다.

크기는 앞면과 옆면 각 3칸의 겹처마 맞배지붕이다. 새로 신축하면서 대웅전의 양식을 본떠 다포식이면서도 맞배지붕을 올리고 측면에는 풍파능을 달았다. 안에는 지장보살을 중심으로 그 좌우에 도명존자와 무독귀왕, 그리고 시왕상을 봉안하였고 문 입구에는 금강역사가 있다",35.28151,129.0794,4.5
9,1,부산시 금정구 청룡동,범어사 종각,"보제루 북쪽에는 종루가 있다.

아침저녁에 거행하는 예불이나 의식에 사용하는 사물, 곧 범종, 법고, 운판, 목어를 봉안한 2층 누각 건물이다. 이 종루가 언제부터 있었는지는 알 수 없으나 1669년(숙종25년) 명학 스님이 중창하였다는 기록이 전한다. 그러나 당시의 종루는 지금의 위치가 아니라 삼층석탑 맞은편이었다.

1910년대에 현재의 자리로 옮겼다. 구조는 2층의 누각에 앞면과 옆면 각 3칸의 규모로 겹 처마의 팔작지붕이다. 전에는 1층이 개방된 공간이었으나 지금은 기둥 사이를 막아 문을 가설하여 기념품 판매점으로 사용하고 있다",35.28406,129.0686,4.5
10,1,부산광역시 금정구 청룡동,범어사 성보박물관-유물전시관,"조계종 제 14교구본사 범어사 성보박물관은 108여평의 전시실과 50여평의 수장고 및 학예실을 갖추고 있으며 지상 1층 지하 1층 규모이다. 지난 99년 공사를 시작하여 2000년 12월 건물을 완공하였으며 2003년 3월 26일 개관하였다. 박물관이 소장하는 유물은 조선후기 불화를 비롯하여 50여점의 진영, 1000여종의 전적과 14종의 목판.23종의 현판을 비롯해 각종 불기와 유물 등이다.

전시실은 범어사 역사, 주제전시, 불교문화, 동산스님, 기획전시의 다섯 부분으로 나누어져 있다. 범어사 역사실은 범어사 창건사적을 기록한 목판과 의상스님 영정, 범어사 중수기록 등 각종 명문이 새겨진 기와 등이 전시되어 있으며, 주제 전시실에는 보물 제419-3호 삼국유사와 함허어록, 지공직지, 천수 책판, 어산집 책판 등 다양한 불서와 책판들을 전시하였다.

불교문화실은 범어사가 왕실의 원찰임을 알려주는 현판과 병풍, 왕실의 만수무강을 기원하기 위해 불단에 봉인했던 원패를 비롯하여 사찰에서 불교의식을 행한 뒤에 발원문을 넣어두기 위해 불단 좌우에 안치했던 높이 1.3m에 달하는 옴마니반매훔소통 등 여러 법구들을 전시하고 있고, 동산스님실은 오랫동안 범어사에 주석(主席)하며 한국 선불교의 발전에 크게 기여하신 동산스님의 영정과 유물을 전시하여 대선사에 대한 존모의 마음을 표시하였다.

그리고 기획전시실은 국가에 공을 세웠거나 조선불교의 중흥에 힘쓴 스님들과 범어사에 주석하신 스님들의 진영을 전시하였다.박물관에 전시된 유물 가운데 대표적인 전시품은 삼국유사와 사천왕도, 백의관음도, 의상대사 진영 등을 들 수 있다",35.28406,129.0686,3
